resident_status_code	race_desc_victim	ethnicity_name_victim	pub_agency_name	offense_name	location_name	weapon_name	injury_name	relationship_name	incident_isweekend
R	White	Not Hispanic or Latino	Grand Forks	Intimidation	Residence/Home	N/A	N/A	Victim Was Other Family Member	False
N	White	Not Hispanic or Latino	Fargo	Simple Assault	Residence/Home	Personal Weapons	None	Victim was Otherwise Known	False
R	White	Not Hispanic or Latino	Bismarck	Simple Assault	Residence/Home	Personal Weapons	Minor Injury	Victim Was Parent	False
R	White	Not Hispanic or Latino	Fargo	Simple Assault	Residence/Home	Personal Weapons	None	Victim Was Sibling	False
R	White	Unknown	Grand Forks	Simple Assault	Drug Store/Doctor's Office/Hospital	Personal Weapons	Minor Injury	Victim was Otherwise Known	False
R	White	Not Hispanic or Latino	Fargo	Intimidation	Residence/Home	N/A	N/A	Victim Was Boyfriend/Girlfriend	True
R	American Indian or Alaska Native	Not Hispanic or Latino	Fort Totten Agency	Aggravated Assault	Residence/Home	Blunt Object	Possible Internal Injury	Victim Was Sibling	False
R	American Indian or Alaska Native	Not Hispanic or Latino	Fargo	Aggravated Assault	Residence/Home	Asphyxiation	Possible Internal Injury	Victim Was Spouse	True
R	White	Not Hispanic or Latino	Williston	Simple Assault	Residence/Home	Personal Weapons	Minor Injury	Victim Was Sibling	False
N	Black or African American	Not Hispanic or Latino	Fargo	Simple Assault	Residence/Home	Personal Weapons	Minor Injury	Victim Was Offender	True
R	White	Not Hispanic or Latino	Burleigh	Aggravated Assault	Camp/Campground	Blunt Object	Severe Laceration	Victim Was Spouse	True
R	White	Not Hispanic or Latino	Williston	Simple Assault	Residence/Home	Personal Weapons	Minor Injury	Victim Was Spouse	False
R	Black or African American	Not Hispanic or Latino	Grand Forks	Intimidation	Residence/Home	N/A	N/A	Victim Was Friend	False
N	Black or African American	Not Hispanic or Latino	Williston	Aggravated Assault	Hotel/Motel/Etc.	Personal Weapons	Other Major Injury	Victim Was Boyfriend/Girlfriend	True
R	White	Not Hispanic or Latino	Williston	Intimidation	School-College/University	N/A	N/A	Relationship Unknown	False
R	White	Not Hispanic or Latino	Fargo	Aggravated Assault	Highway/Road/Alley/Street/Sidewalk	Asphyxiation	Possible Internal Injury	Victim Was Offender	False
N	White	Not Hispanic or Latino	Mandan	Simple Assault	Hotel/Motel/Etc.	Personal Weapons	Minor Injury	Victim was Otherwise Known	True
N	White	Not Hispanic or Latino	Grand Forks	Intimidation	Residence/Home	N/A	N/A	Victim Was Stranger	True
N	White	Not Hispanic or Latino	Bismarck	Simple Assault	Residence/Home	Personal Weapons	Minor Injury	Victim Was Stranger	False
R	American Indian or Alaska Native	Not Hispanic or Latino	Turtle Mountain Agency	Simple Assault	Residence/Home	Personal Weapons	None	Victim Was Acquaintance	True
R	American Indian or Alaska Native	Not Hispanic or Latino	Dunseith	Intimidation	Residence/Home	N/A	N/A	Victim Was Parent	True
R	American Indian or Alaska Native	Not Hispanic or Latino	Bismarck	Simple Assault	Grocery/Supermarket	Personal Weapons	Minor Injury	Victim Was Boyfriend/Girlfriend	False
N	White	Not Hispanic or Latino	Valley City	Intimidation	Highway/Road/Alley/Street/Sidewalk	N/A	N/A	Victim Was Acquaintance	False
R	White	Not Hispanic or Latino	Fargo	Simple Assault	School-Elementary/Secondary	Personal Weapons	None	Victim Was Acquaintance	False
N	White	Unknown	Fargo	Aggravated Assault	Hotel/Motel/Etc.	Knife/Cutting Instrument	Severe Laceration	Victim Was Spouse	False
R	White	Not Hispanic or Latino	Wahpeton	Fondling	Residence/Home	Personal Weapons	None	Victim Was Babysittee	False
N	White	Not Hispanic or Latino	Fargo	Simple Assault	Highway/Road/Alley/Street/Sidewalk	Personal Weapons	None	Victim Was Spouse	False
N/A	American Indian or Alaska Native	Unknown	Grand Forks	Simple Assault	Highway/Road/Alley/Street/Sidewalk	Personal Weapons	Minor Injury	Victim Was Offender	False
N/A	White	Not Hispanic or Latino	Lisbon	Intimidation	Residence/Home	N/A	N/A	Victim Was Boyfriend/Girlfriend	False
N	Black or African American	Not Hispanic or Latino	Grand Forks	Simple Assault	Residence/Home	Personal Weapons	Minor Injury	Victim Was Boyfriend/Girlfriend	False
R	White	Not Hispanic or Latino	Fargo	Simple Assault	School-Elementary/Secondary	Personal Weapons	Minor Injury	Victim was Otherwise Known	False
R	White	Hispanic or Latino	Bismarck	Simple Assault	Other/Unknown	Personal Weapons	Minor Injury	Victim was Otherwise Known	False
N/A	White	Not Hispanic or Latino	Ramsey	Simple Assault	Residence/Home	Personal Weapons	Minor Injury	Victim Was Friend	False
R	White	Not Hispanic or Latino	Williston	Fondling	Residence/Home	Personal Weapons	None	Victim Was Sibling	False
R	White	Not Hispanic or Latino	Stark	Kidnapping/Abduction	Residence/Home	Blunt Object	Other Major Injury	Victim Was Acquaintance	True
R	White	Not Hispanic or Latino	Cass	Intimidation	Highway/Road/Alley/Street/Sidewalk	N/A	N/A	Victim Was Stranger	True
R	Unknown	Not Hispanic or Latino	Minot	Aggravated Assault	Residence/Home	Personal Weapons	Possible Internal Injury	Victim Was Ex-Relationship (Ex-Boyfriend/Girlfriend)	True
N/A	Unknown	Not Specified	Minot	Intimidation	Residence/Home	N/A	N/A	Victim was Otherwise Known	True
R	White	Not Hispanic or Latino	Bismarck	Simple Assault	Parking/Drop Lot/Garage	Personal Weapons	Minor Injury	Victim Was Boyfriend/Girlfriend	True
R	Unknown	Unknown	Williams	Simple Assault	Residence/Home	Personal Weapons	Minor Injury	Victim Was Spouse	True
R	American Indian or Alaska Native	Not Hispanic or Latino	Mandan	Simple Assault	Residence/Home	Personal Weapons	Minor Injury	Victim Was Friend	False
R	White	Not Hispanic or Latino	West Fargo	Intimidation	Residence/Home	N/A	N/A	Victim Was Boyfriend/Girlfriend	False
R	White	Not Hispanic or Latino	Mandan	Intimidation	Residence/Home	N/A	N/A	Victim Was Boyfriend/Girlfriend	True
R	American Indian or Alaska Native	Not Hispanic or Latino	Fargo	Simple Assault	Residence/Home	Personal Weapons	None	Victim Was Boyfriend/Girlfriend	False
R	American Indian or Alaska Native	Not Hispanic or Latino	Fargo	Simple Assault	Residence/Home	Personal Weapons	None	Victim Was Acquaintance	False
R	White	Not Specified	Grand Forks	Intimidation	Residence/Home	N/A	N/A	Victim was Otherwise Known	False
N/A	White	Not Hispanic or Latino	McLean	Fondling	Residence/Home	None	None	Victim Was Boyfriend/Girlfriend	False
R	White	Not Hispanic or Latino	Mandan	Intimidation	School-Elementary/Secondary	N/A	N/A	Victim Was Sibling	False
R	White	Not Hispanic or Latino	Lisbon	Simple Assault	Residence/Home	Personal Weapons	Minor Injury	Victim Was Acquaintance	False
R	White	Not Hispanic or Latino	Minot	Simple Assault	Residence/Home	Personal Weapons	Minor Injury	Victim Was In-law	False
R	White	Unknown	Traill	Simple Assault	Residence/Home	Personal Weapons	Minor Injury	Victim Was Offender	True
R	White	Hispanic or Latino	Fargo	Simple Assault	Residence/Home	Personal Weapons	Minor Injury	Victim Was Acquaintance	False
R	American Indian or Alaska Native	Not Hispanic or Latino	Turtle Mountain Agency	Intimidation	Residence/Home	N/A	N/A	Victim Was Grandparent	True
R	American Indian or Alaska Native	Not Hispanic or Latino	Turtle Mountain Agency	Simple Assault	Residence/Home	None	None	Victim Was Other Family Member	True
R	Black or African American	Not Hispanic or Latino	West Fargo	Simple Assault	Residence/Home	Personal Weapons	None	Relationship Unknown	False
R	American Indian or Alaska Native	Not Hispanic or Latino	Fargo	Simple Assault	Residence/Home	Personal Weapons	Minor Injury	Victim Was Boyfriend/Girlfriend	False
R	Black or African American	Not Hispanic or Latino	Bismarck	Intimidation	Other/Unknown	N/A	N/A	Victim was Otherwise Known	False
R	White	Not Specified	Minot	Simple Assault	Residence/Home	Unknown	None	Victim Was Stranger	False
N	Black or African American	Not Hispanic or Latino	Fargo	Simple Assault	Residence/Home	Other	None	Victim Was Boyfriend/Girlfriend	True
R	White	Not Hispanic or Latino	Fargo	Intimidation	Residence/Home	N/A	N/A	Victim was Ex-Spouse	False
N	Black or African American	Not Hispanic or Latino	Cass	Simple Assault	Arena/Stadium/Fairgrounds/Coliseum	Personal Weapons	Minor Injury	Victim Was Acquaintance	True
R	White	Not Hispanic or Latino	Minot	Aggravated Assault	Residence/Home	Personal Weapons	Other Major Injury	Victim Was Boyfriend/Girlfriend	True
R	Black or African American	Not Hispanic or Latino	Fargo	Simple Assault	Residence/Home	Personal Weapons	Minor Injury	Victim Was Offender	False
R	Black or African American	Not Hispanic or Latino	Fargo	Intimidation	Residence/Home	N/A	N/A	Victim Was Ex-Relationship (Ex-Boyfriend/Girlfriend)	False
N	Unknown	Unknown	Rugby	Intimidation	Cyberspace	N/A	N/A	Victim Was Stepparent	False
R	American Indian or Alaska Native	Not Hispanic or Latino	Turtle Mountain Agency	Simple Assault	Residence/Home	Personal Weapons	None	Victim Was Acquaintance	False
R	American Indian or Alaska Native	Not Hispanic or Latino	Bismarck	Kidnapping/Abduction	Residence/Home	Personal Weapons	Minor Injury	Victim Was Boyfriend/Girlfriend	False
R	White	Not Hispanic or Latino	Jamestown	Simple Assault	Residence/Home	Personal Weapons	Minor Injury	Victim Was Ex-Relationship (Ex-Boyfriend/Girlfriend)	False
R	White	Not Hispanic or Latino	North Dakota Highway Patrol	Simple Assault	Government/Public Building	Personal Weapons	Minor Injury	Victim was Otherwise Known	False
R	White	Not Hispanic or Latino	Grand Forks	Aggravated Assault	Highway/Road/Alley/Street/Sidewalk	Personal Weapons	Minor Injury	Victim Was Boyfriend/Girlfriend	False
R	White	Not Hispanic or Latino	Williston	Intimidation	Residence/Home	N/A	N/A	Victim Was Acquaintance	False
R	White	Not Hispanic or Latino	Walsh	Intimidation	Other/Unknown	N/A	N/A	Victim Was Stranger	True
R	White	Not Hispanic or Latino	Hettinger	Simple Assault	Highway/Road/Alley/Street/Sidewalk	Unknown	None	Victim Was Friend	True
R	White	Not Hispanic or Latino	Fargo	Simple Assault	Residence/Home	Personal Weapons	Minor Injury	Victim Was Child	False
R	Black or African American	Not Hispanic or Latino	Fargo	Simple Assault	School-Elementary/Secondary	Personal Weapons	None	Victim was Otherwise Known	False
N	White	Not Hispanic or Latino	Beulah	Simple Assault	Other/Unknown	Personal Weapons	Minor Injury	Relationship Unknown	True
N	American Indian or Alaska Native	Not Hispanic or Latino	Grand Forks	Intimidation	Residence/Home	N/A	N/A	Victim Was Acquaintance	False
R	White	Not Hispanic or Latino	Grand Forks	Simple Assault	Bar/Nightclub	Personal Weapons	Minor Injury	Victim Was Other Family Member	True
R	American Indian or Alaska Native	Not Hispanic or Latino	Devils Lake	Simple Assault	Residence/Home	Personal Weapons	Minor Injury	Victim Was Offender	True
N	American Indian or Alaska Native	Not Hispanic or Latino	Watford City	Fondling	School-Elementary/Secondary	Personal Weapons	None	Victim Was Acquaintance	False
R	Black or African American	Not Hispanic or Latino	Fargo	Aggravated Assault	Hotel/Motel/Etc.	Asphyxiation	Possible Internal Injury	Victim Was Boyfriend/Girlfriend	False
R	White	Not Specified	Griggs	Simple Assault	School-Elementary/Secondary	Personal Weapons	None	Victim Was Child	False
R	Black or African American	Not Hispanic or Latino	Fargo	Aggravated Assault	Residence/Home	Asphyxiation	Possible Internal Injury	Victim Was Sibling	False
R	White	Not Hispanic or Latino	Bismarck	Simple Assault	School-Elementary/Secondary	Personal Weapons	Minor Injury	Victim Was Acquaintance	False
R	White	Not Hispanic or Latino	Fargo	Simple Assault	Residence/Home	Personal Weapons	None	Victim Was Offender	False
R	White	Not Hispanic or Latino	Watford City	Aggravated Assault	Residence/Home	Personal Weapons	Other Major Injury	Victim Was Spouse	True
R	White	Not Hispanic or Latino	Williston	Simple Assault	Grocery/Supermarket	Personal Weapons	Minor Injury	Victim was Otherwise Known	False
R	White	Not Hispanic or Latino	Williston	Intimidation	Residence/Home	N/A	N/A	Victim Was Acquaintance	False
R	White	Not Hispanic or Latino	Watford City	Simple Assault	Residence/Home	Personal Weapons	None	Victim Was Child	False
R	White	Not Hispanic or Latino	Williams	Simple Assault	Residence/Home	Personal Weapons	Minor Injury	Victim Was Boyfriend/Girlfriend	False
R	White	Not Hispanic or Latino	Minot	Aggravated Assault	Residence/Home	Personal Weapons	Other Major Injury	Victim Was Boyfriend/Girlfriend	False
R	White	Not Hispanic or Latino	Fargo	Simple Assault	Residence/Home	Personal Weapons	None	Victim Was Stepchild	True
R	Black or African American	Not Hispanic or Latino	Devils Lake	Incest	Residence/Home	N/A	N/A	Victim Was Sibling	False
R	White	Not Hispanic or Latino	Fargo	Rape	Residence/Home	Knife/Cutting Instrument	Possible Internal Injury	Victim Was Ex-Relationship (Ex-Boyfriend/Girlfriend)	False
R	White	Not Hispanic or Latino	Bismarck	Fondling	Residence/Home	None	None	Victim Was Acquaintance	False
R	White	Hispanic or Latino	Watford City	Simple Assault	Residence/Home	Personal Weapons	Minor Injury	Victim Was Parent	True
R	Black or African American	Not Hispanic or Latino	Fargo	Simple Assault	Residence/Home	Personal Weapons	Minor Injury	Victim Was Offender	False
R	White	Not Hispanic or Latino	Carrington	Intimidation	Residence/Home	N/A	N/A	Victim Was Friend	False
R	White	Not Hispanic or Latino	Fargo	Simple Assault	Residence/Home	Personal Weapons	None	Victim Was Boyfriend/Girlfriend	False
R	American Indian or Alaska Native	Not Hispanic or Latino	Turtle Mountain Agency	Simple Assault	Residence/Home	None	None	Victim Was Acquaintance	False
R	White	Not Hispanic or Latino	Grand Forks	Intimidation	Highway/Road/Alley/Street/Sidewalk	N/A	N/A	Victim Was Stranger	False
R	Black or African American	Not Hispanic or Latino	Fargo	Simple Assault	Residence/Home	Other	Minor Injury	Victim Was Ex-Relationship (Ex-Boyfriend/Girlfriend)	False
R	White	Not Hispanic or Latino	Bismarck	Simple Assault	Residence/Home	Personal Weapons	Minor Injury	Victim Was Sibling	False
R	American Indian or Alaska Native	Not Hispanic or Latino	Turtle Mountain Agency	Simple Assault	Residence/Home	None	None	Victim Was Boyfriend/Girlfriend	False
R	American Indian or Alaska Native	Not Hispanic or Latino	Turtle Mountain Agency	Simple Assault	Residence/Home	None	None	Victim Was Acquaintance	True
N	White	Not Hispanic or Latino	Fargo	Sodomy	Residence/Home	Personal Weapons	None	Victim Was Friend	False
R	White	Not Hispanic or Latino	Bismarck	Simple Assault	Drug Store/Doctor's Office/Hospital	Personal Weapons	None	Victim Was Stranger	True
R	White	Not Hispanic or Latino	Bismarck	Simple Assault	Residence/Home	Personal Weapons	None	Victim Was Spouse	False
R	Black or African American	Not Hispanic or Latino	Fargo	Simple Assault	Residence/Home	Personal Weapons	Minor Injury	Victim Was Boyfriend/Girlfriend	False
R	Black or African American	Not Hispanic or Latino	Bismarck	Intimidation	School-Elementary/Secondary	N/A	N/A	Victim Was Acquaintance	False
R	White	Not Specified	Mercer	Simple Assault	Jail/Prison/Penitentiary/Corrections Facility	Personal Weapons	Minor Injury	Victim was Otherwise Known	False
R	American Indian or Alaska Native	Not Hispanic or Latino	Standing Rock Agency	Simple Assault	Residence/Home	None	None	Victim Was Acquaintance	False
R	Unknown	Not Specified	Nelson	Fondling	Residence/Home	None	None	Relationship Unknown	False
R	Black or African American	Not Hispanic or Latino	Grand Forks	Simple Assault	Bar/Nightclub	Personal Weapons	Minor Injury	Relationship Unknown	True
R	White	Not Hispanic or Latino	Bismarck	Aggravated Assault	Highway/Road/Alley/Street/Sidewalk	Personal Weapons	Other Major Injury	Victim Was Boyfriend/Girlfriend	False
R	Black or African American	Not Hispanic or Latino	West Fargo	Aggravated Assault	Residence/Home	Personal Weapons	Loss of Teeth	Victim was Otherwise Known	False
R	Black or African American	Not Hispanic or Latino	West Fargo	Simple Assault	School-Elementary/Secondary	Personal Weapons	Minor Injury	Victim Was Friend	False
N	White	Not Specified	Griggs	Simple Assault	Residence/Home	Personal Weapons	Minor Injury	Victim Was Boyfriend/Girlfriend	False
R	White	Not Hispanic or Latino	Jamestown	Aggravated Assault	Residence/Home	Knife/Cutting Instrument	Severe Laceration	Victim Was Acquaintance	False
R	White	Not Hispanic or Latino	Burleigh	Fondling	Other/Unknown	None	Minor Injury	Victim Was Stranger	False
N	Black or African American	Not Hispanic or Latino	Traill	Aggravated Assault	School-College/University	Motor Vehicle/Vessel	Severe Laceration	Victim Was Stranger	True
N	Black or African American	Not Hispanic or Latino	Fargo	Simple Assault	Residence/Home	Personal Weapons	None	Victim Was Acquaintance	False
R	Black or African American	Not Hispanic or Latino	Fargo	Simple Assault	Park/Playground	Personal Weapons	Minor Injury	Victim Was Stranger	False
N	White	Not Hispanic or Latino	Fargo	Aggravated Assault	Hotel/Motel/Etc.	Personal Weapons	Possible Internal Injury	Victim Was Ex-Relationship (Ex-Boyfriend/Girlfriend)	False
R	American Indian or Alaska Native	Unknown	Bismarck	Simple Assault	Hotel/Motel/Etc.	Personal Weapons	None	Victim Was Stranger	True
R	White	Not Hispanic or Latino	West Fargo	Simple Assault	Residence/Home	Personal Weapons	Minor Injury	Victim was Otherwise Known	False
R	White	Not Hispanic or Latino	Adams	Intimidation	Highway/Road/Alley/Street/Sidewalk	N/A	N/A	Victim was Otherwise Known	True
R	White	Not Hispanic or Latino	Bismarck	Aggravated Assault	Highway/Road/Alley/Street/Sidewalk	Blunt Object	Minor Injury	Victim Was Stranger	False
N	Black or African American	Not Hispanic or Latino	Fargo	Aggravated Assault	Residence/Home	Knife/Cutting Instrument	Other Major Injury	Victim Was Acquaintance	True
N/A	White	Not Hispanic or Latino	Wahpeton	Intimidation	Other/Unknown	N/A	N/A	Relationship Unknown	True
R	Black or African American	Not Hispanic or Latino	Fargo	Simple Assault	Residence/Home	Personal Weapons	None	Victim Was Boyfriend/Girlfriend	False
R	White	Not Specified	Fargo	Intimidation	Government/Public Building	N/A	N/A	Victim Was Stranger	False
R	White	Not Hispanic or Latino	Bismarck	Simple Assault	Residence/Home	Personal Weapons	Minor Injury	Victim Was Spouse	False
N	Black or African American	Unknown	Grand Forks	Simple Assault	Residence/Home	Personal Weapons	Minor Injury	Victim Was Boyfriend/Girlfriend	False
N	White	Not Hispanic or Latino	Devils Lake	Simple Assault	Residence/Home	Personal Weapons	Minor Injury	Victim Was Acquaintance	True
R	White	Not Hispanic or Latino	McKenzie	Simple Assault	Residence/Home	Personal Weapons	Minor Injury	Victim Was Stepparent	False
R	Asian	Not Hispanic or Latino	West Fargo	Simple Assault	Residence/Home	Personal Weapons	Minor Injury	Victim Was Ex-Relationship (Ex-Boyfriend/Girlfriend)	False
N	White	Not Specified	Cass	Aggravated Assault	Jail/Prison/Penitentiary/Corrections Facility	Other	Minor Injury	Victim was Otherwise Known	True
N	Black or African American	Not Hispanic or Latino	Wahpeton	Simple Assault	Parking/Drop Lot/Garage	Personal Weapons	Minor Injury	Victim Was Ex-Relationship (Ex-Boyfriend/Girlfriend)	True
R	White	Not Hispanic or Latino	Fargo	Simple Assault	Residence/Home	Personal Weapons	None	Victim Was Ex-Relationship (Ex-Boyfriend/Girlfriend)	False
R	American Indian or Alaska Native	Not Hispanic or Latino	Turtle Mountain Agency	Intimidation	Residence/Home	N/A	N/A	Victim Was Acquaintance	False
R	White	Not Hispanic or Latino	West Fargo	Simple Assault	Residence/Home	Personal Weapons	None	Victim Was Stepchild	False
R	White	Not Hispanic or Latino	Fargo	Intimidation	Hotel/Motel/Etc.	N/A	N/A	Victim Was Acquaintance	True
R	American Indian or Alaska Native	Not Hispanic or Latino	Grand Forks	Kidnapping/Abduction	Residence/Home	Personal Weapons	Apparent Broken Bones	Victim Was Friend	True
N/A	White	Not Hispanic or Latino	Fargo	Intimidation	Highway/Road/Alley/Street/Sidewalk	N/A	N/A	Victim was Otherwise Known	False
R	White	Not Hispanic or Latino	Dickinson	Aggravated Assault	Highway/Road/Alley/Street/Sidewalk	Personal Weapons	Unconscious	Victim Was Boyfriend/Girlfriend	True
R	White	Not Specified	Rugby	Intimidation	Commercial/Office Building	N/A	N/A	Victim Was Stranger	False
R	White	Not Hispanic or Latino	McHenry	Simple Assault	Residence/Home	Personal Weapons	Minor Injury	Victim Was Other Family Member	False
R	American Indian or Alaska Native	Not Hispanic or Latino	Dickinson	Simple Assault	Residence/Home	Personal Weapons	Minor Injury	Victim Was Offender	False
N	American Indian or Alaska Native	Not Hispanic or Latino	Minot	Simple Assault	Highway/Road/Alley/Street/Sidewalk	Personal Weapons	Minor Injury	Victim Was Boyfriend/Girlfriend	False
N	White	Not Hispanic or Latino	Wahpeton	Fondling	Residence/Home	Personal Weapons	None	Victim Was Babysittee	False
N	Native Hawaiian or Other Pacific Islander	Not Hispanic or Latino	Morton	Simple Assault	Service/Gas Station	Personal Weapons	None	Victim Was Stranger	True
R	American Indian or Alaska Native	Not Hispanic or Latino	Devils Lake	Simple Assault	Residence/Home	Personal Weapons	Minor Injury	Victim Was Boyfriend/Girlfriend	True
R	White	Not Hispanic or Latino	Fargo	Simple Assault	Bar/Nightclub	Personal Weapons	Minor Injury	Victim Was Stranger	True
R	White	Not Hispanic or Latino	Valley City	Simple Assault	Residence/Home	Personal Weapons	Minor Injury	Victim Was Spouse	False
R	White	Not Hispanic or Latino	Williston	Simple Assault	Residence/Home	Other	None	Victim Was Ex-Relationship (Ex-Boyfriend/Girlfriend)	False
R	Black or African American	Not Hispanic or Latino	Grand Forks	Aggravated Assault	Jail/Prison/Penitentiary/Corrections Facility	Asphyxiation	Unconscious	Victim was Otherwise Known	True
N	White	Not Hispanic or Latino	Watford City	Rape	Residence/Home	Personal Weapons	Minor Injury	Victim Was Child	False
N	White	Not Hispanic or Latino	Grafton	Intimidation	Residence/Home	N/A	N/A	Victim Was Stepparent	False
R	White	Not Hispanic or Latino	Divide	Simple Assault	Residence/Home	Personal Weapons	Minor Injury	Victim Was Spouse	False
R	Black or African American	Not Hispanic or Latino	Fargo	Simple Assault	Residence/Home	Personal Weapons	Minor Injury	Victim Was Offender	False
N	American Indian or Alaska Native	Not Hispanic or Latino	Grand Forks	Aggravated Assault	Bar/Nightclub	Personal Weapons	Minor Injury	Victim Was Other Family Member	True
R	White	Not Hispanic or Latino	Fargo	Aggravated Assault	Residence/Home	Asphyxiation	Possible Internal Injury	Victim Was Boyfriend/Girlfriend	False
R	White	Not Hispanic or Latino	Devils Lake	Simple Assault	Jail/Prison/Penitentiary/Corrections Facility	Personal Weapons	Minor Injury	Victim Was Stranger	True
R	White	Not Hispanic or Latino	Grand Forks	Simple Assault	Residence/Home	Personal Weapons	Minor Injury	Victim was Otherwise Known	True
R	American Indian or Alaska Native	Not Hispanic or Latino	Grand Forks	Simple Assault	Residence/Home	Other	Minor Injury	Victim Was Acquaintance	False
R	American Indian or Alaska Native	Not Hispanic or Latino	Bismarck	Aggravated Assault	Residence/Home	Personal Weapons	Possible Internal Injury	Victim Was Ex-Relationship (Ex-Boyfriend/Girlfriend)	False
R	White	Not Hispanic or Latino	Fargo	Simple Assault	Residence/Home	Personal Weapons	Minor Injury	Victim Was Grandchild	False
N	White	Unknown	Fargo	Aggravated Assault	Residence/Home	Asphyxiation	Possible Internal Injury	Victim Was Ex-Relationship (Ex-Boyfriend/Girlfriend)	False
R	White	Not Hispanic or Latino	Bismarck	Simple Assault	Residence/Home	Personal Weapons	None	Victim was Otherwise Known	False
N	White	Not Hispanic or Latino	Fargo	Intimidation	Other/Unknown	N/A	N/A	Victim Was Stranger	False
R	American Indian or Alaska Native	Not Hispanic or Latino	Bismarck	Simple Assault	Residence/Home	Personal Weapons	Minor Injury	Victim Was Sibling	True
N/A	White	Not Hispanic or Latino	West Fargo	Simple Assault	Residence/Home	Personal Weapons	None	Victim was Otherwise Known	False
N	White	Not Hispanic or Latino	Fargo	Simple Assault	Highway/Road/Alley/Street/Sidewalk	Personal Weapons	Minor Injury	Victim Was Boyfriend/Girlfriend	True
R	White	Not Hispanic or Latino	Bismarck	Intimidation	Parking/Drop Lot/Garage	N/A	N/A	Victim Was Acquaintance	False
N	White	Not Hispanic or Latino	Fargo	Simple Assault	Residence/Home	Personal Weapons	None	Victim Was Ex-Relationship (Ex-Boyfriend/Girlfriend)	False
N	Unknown	Not Hispanic or Latino	Jamestown	Intimidation	Government/Public Building	N/A	N/A	Victim was Otherwise Known	False
R	White	Not Hispanic or Latino	North Dakota Highway Patrol	Aggravated Assault	Highway/Road/Alley/Street/Sidewalk	Knife/Cutting Instrument	None	Victim Was Child	True
R	Black or African American	Not Hispanic or Latino	West Fargo	Simple Assault	Residence/Home	Personal Weapons	Minor Injury	Victim was Otherwise Known	False
N	White	Unknown	Fargo	Aggravated Assault	Residence/Home	Knife/Cutting Instrument	Severe Laceration	Victim Was Friend	True
N	White	Not Hispanic or Latino	West Fargo	Simple Assault	Residence/Home	Personal Weapons	Minor Injury	Victim was Ex-Spouse	False
N	White	Not Hispanic or Latino	West Fargo	Aggravated Assault	Bar/Nightclub	Personal Weapons	Apparent Broken Bones	Victim Was Acquaintance	True
N	American Indian or Alaska Native	Not Hispanic or Latino	Mandan	Rape	Residence/Home	Personal Weapons	None	Victim Was Acquaintance	False
R	White	Not Hispanic or Latino	Minot	Simple Assault	Residence/Home	Personal Weapons	Minor Injury	Victim Was Spouse	False
N	American Indian or Alaska Native	Not Hispanic or Latino	Bismarck	Simple Assault	Service/Gas Station	Personal Weapons	Minor Injury	Victim Was Other Family Member	False
R	American Indian or Alaska Native	Not Hispanic or Latino	Turtle Mountain Agency	Simple Assault	Residence/Home	None	None	Victim Was Acquaintance	False
R	Unknown	Hispanic or Latino	Watford City	Intimidation	Highway/Road/Alley/Street/Sidewalk	N/A	N/A	Victim Was Neighbor	True
R	White	Not Hispanic or Latino	Bismarck	Simple Assault	Residence/Home	Personal Weapons	Minor Injury	Victim Was Boyfriend/Girlfriend	True
R	American Indian or Alaska Native	Not Hispanic or Latino	Williston	Fondling	Residence/Home	Personal Weapons	None	Victim Was Boyfriend/Girlfriend	True
R	White	Not Hispanic or Latino	Fargo	Simple Assault	Residence/Home	Personal Weapons	None	Victim Was Ex-Relationship (Ex-Boyfriend/Girlfriend)	True
N	White	Not Specified	Minot	Statutory Rape	Residence/Home	N/A	N/A	Victim Was Acquaintance	True
R	Black or African American	Not Hispanic or Latino	Minot	Aggravated Assault	Residence/Home	Asphyxiation	Other Major Injury	Victim Was Spouse	False
R	White	Not Specified	Benson	Simple Assault	Residence/Home	Personal Weapons	Minor Injury	Victim Was Ex-Relationship (Ex-Boyfriend/Girlfriend)	True
R	White	Not Hispanic or Latino	Bismarck	Intimidation	Residence/Home	N/A	N/A	Victim Was Acquaintance	False
R	White	Not Hispanic or Latino	Fargo	Aggravated Assault	Residence/Home	Asphyxiation	Possible Internal Injury	Victim Was Ex-Relationship (Ex-Boyfriend/Girlfriend)	False
R	American Indian or Alaska Native	Not Hispanic or Latino	Turtle Mountain Agency	Intimidation	Residence/Home	N/A	N/A	Victim Was Acquaintance	False
R	White	Not Hispanic or Latino	Pembina	Intimidation	Residence/Home	N/A	N/A	Victim Was Neighbor	True
R	White	Not Hispanic or Latino	Fargo	Simple Assault	Residence/Home	Personal Weapons	Minor Injury	Victim Was Offender	False
R	White	Not Hispanic or Latino	McHenry	Intimidation	Parking/Drop Lot/Garage	N/A	N/A	Victim Was Acquaintance	False
R	Black or African American	Not Hispanic or Latino	Fargo	Simple Assault	Residence/Home	Personal Weapons	Minor Injury	Victim Was Spouse	False
R	White	Hispanic or Latino	Mandan	Simple Assault	Highway/Road/Alley/Street/Sidewalk	Personal Weapons	Minor Injury	Victim Was Stranger	False
R	Black or African American	Not Hispanic or Latino	Watford City	Intimidation	Park/Playground	N/A	N/A	Victim Was Acquaintance	False
N	White	Not Hispanic or Latino	Pembina	Simple Assault	Residence/Home	Personal Weapons	None	Victim Was Sibling	False
