resident_status_code	race_desc_victim	ethnicity_name_victim	pub_agency_name	offense_name	location_name	weapon_name	injury_name	relationship_name	incident_isweekend
R	White	Not Hispanic or Latino	Dickinson	Aggravated Assault	Residence/Home	Blunt Object	Minor Injury	Victim Was Parent	False
N	White	Not Hispanic or Latino	Richland	Simple Assault	Highway/Road/Alley/Street/Sidewalk	Personal Weapons	Minor Injury	Victim Was Acquaintance	False
N	American Indian or Alaska Native	Not Hispanic or Latino	McLean	Simple Assault	Highway/Road/Alley/Street/Sidewalk	Personal Weapons	Minor Injury	Victim Was Boyfriend/Girlfriend	True
R	White	Not Hispanic or Latino	Williston	Simple Assault	School-Elementary/Secondary	Personal Weapons	None	Victim Was Offender	False
R	Black or African American	Not Hispanic or Latino	Grand Forks	Simple Assault	Residence/Home	Personal Weapons	Minor Injury	Victim Was Offender	True
N	Black or African American	Not Hispanic or Latino	Bismarck	Simple Assault	Residence/Home	Personal Weapons	Minor Injury	Victim Was Other Family Member	True
R	White	Not Hispanic or Latino	Fargo	Simple Assault	Residence/Home	Personal Weapons	None	Victim Was Offender	True
R	American Indian or Alaska Native	Not Hispanic or Latino	Fargo	Simple Assault	Residence/Home	Personal Weapons	Minor Injury	Victim Was Offender	False
R	American Indian or Alaska Native	Not Hispanic or Latino	Grand Forks	Simple Assault	Residence/Home	Personal Weapons	None	Victim Was Acquaintance	False
R	White	Not Hispanic or Latino	Minot	Aggravated Assault	Residence/Home	Personal Weapons	Minor Injury	Victim Was Boyfriend/Girlfriend	False
R	White	Not Hispanic or Latino	Fargo	Simple Assault	Department/Discount Store	Personal Weapons	Minor Injury	Victim Was Stranger	False
N	White	Not Hispanic or Latino	Fargo	Simple Assault	Grocery/Supermarket	Personal Weapons	None	Victim Was Boyfriend/Girlfriend	True
N/A	White	Not Hispanic or Latino	Fargo	Simple Assault	Drug Store/Doctor's Office/Hospital	Personal Weapons	Minor Injury	Victim was Otherwise Known	False
R	White	Not Hispanic or Latino	Valley City	Intimidation	Residence/Home	N/A	N/A	Victim Was Sibling	False
R	Unknown	Not Hispanic or Latino	Grand Forks	Simple Assault	Residence/Home	Personal Weapons	Minor Injury	Victim Was Acquaintance	False
R	White	Unknown	West Fargo	Simple Assault	Hotel/Motel/Etc.	Personal Weapons	Minor Injury	Victim was Otherwise Known	False
R	Black or African American	Not Hispanic or Latino	Minot	Simple Assault	Hotel/Motel/Etc.	Personal Weapons	Minor Injury	Victim Was Boyfriend/Girlfriend	False
R	White	Not Hispanic or Latino	Bismarck	Simple Assault	Hotel/Motel/Etc.	Personal Weapons	Minor Injury	Victim Was Stranger	True
R	White	Not Hispanic or Latino	Grand Forks	Aggravated Assault	Residence/Home	Blunt Object	Severe Laceration	Victim Was Acquaintance	False
R	White	Not Hispanic or Latino	Fargo	Simple Assault	Residence/Home	Personal Weapons	Minor Injury	Victim Was Boyfriend/Girlfriend	True
R	Black or African American	Not Hispanic or Latino	Minot	Simple Assault	Residence/Home	Personal Weapons	None	Victim Was Boyfriend/Girlfriend	True
R	Black or African American	Not Hispanic or Latino	Fargo	Simple Assault	Residence/Home	Personal Weapons	Minor Injury	Victim Was Boyfriend/Girlfriend	True
R	White	Not Hispanic or Latino	Fargo	Intimidation	Residence/Home	N/A	N/A	Victim Was Acquaintance	True
R	American Indian or Alaska Native	Not Hispanic or Latino	Fargo	Simple Assault	Residence/Home	Personal Weapons	Minor Injury	Victim Was Acquaintance	False
N	Black or African American	Not Hispanic or Latino	Fargo	Simple Assault	Highway/Road/Alley/Street/Sidewalk	Personal Weapons	None	Victim was Otherwise Known	False
N	White	Not Specified	Killdeer	Intimidation	Commercial/Office Building	N/A	N/A	Victim Was Acquaintance	False
R	White	Not Hispanic or Latino	Wahpeton	Simple Assault	Residence/Home	Personal Weapons	Minor Injury	Victim Was Boyfriend/Girlfriend	True
R	White	Not Hispanic or Latino	Fargo	Simple Assault	Residence/Home	Personal Weapons	Minor Injury	Victim was Otherwise Known	False
R	Unknown	Unknown	Williston	Aggravated Assault	Park/Playground	Personal Weapons	Minor Injury	Victim was Otherwise Known	False
N	White	Not Hispanic or Latino	Grand Forks	Intimidation	Other/Unknown	N/A	N/A	Victim Was Other Family Member	False
N	American Indian or Alaska Native	Not Hispanic or Latino	Watford City	Fondling	Residence/Home	Personal Weapons	Minor Injury	Victim Was Acquaintance	False
R	White	Not Hispanic or Latino	Fargo	Simple Assault	Residence/Home	Personal Weapons	None	Victim was Otherwise Known	True
R	White	Not Hispanic or Latino	Steele	Simple Assault	Residence/Home	Personal Weapons	None	Victim Was Parent	False
N	Black or African American	Not Hispanic or Latino	Fargo	Intimidation	Department/Discount Store	N/A	N/A	Victim Was Stranger	False
R	White	Not Hispanic or Latino	Fargo	Simple Assault	Convenience Store	Personal Weapons	Minor Injury	Victim Was Stranger	False
R	American Indian or Alaska Native	Not Hispanic or Latino	Turtle Mountain Agency	Intimidation	Residence/Home	N/A	N/A	Victim Was Other Family Member	True
R	White	Hispanic or Latino	Wahpeton	Intimidation	Restaurant	N/A	N/A	Relationship Unknown	False
N	American Indian or Alaska Native	Not Hispanic or Latino	McKenzie	Aggravated Assault	Highway/Road/Alley/Street/Sidewalk	Knife/Cutting Instrument	Severe Laceration	Victim Was Friend	False
R	American Indian or Alaska Native	Not Hispanic or Latino	Turtle Mountain Agency	Intimidation	Residence/Home	N/A	N/A	Victim Was Acquaintance	False
R	White	Not Hispanic or Latino	Minot	Intimidation	Residence/Home	N/A	N/A	Victim Was Acquaintance	True
R	White	Not Hispanic or Latino	Cavalier	Simple Assault	Parking/Drop Lot/Garage	Personal Weapons	Minor Injury	Victim Was Acquaintance	False
N/A	Unknown	Not Specified	Minot	Intimidation	Residence/Home	N/A	N/A	Victim Was Other Family Member	False
R	American Indian or Alaska Native	Not Hispanic or Latino	Fargo	Intimidation	Residence/Home	N/A	N/A	Victim Was Neighbor	False
R	American Indian or Alaska Native	Not Hispanic or Latino	Mandan	Simple Assault	Residence/Home	Personal Weapons	Minor Injury	Victim was Otherwise Known	False
N	American Indian or Alaska Native	Not Specified	Emmons	Simple Assault	Highway/Road/Alley/Street/Sidewalk	Personal Weapons	None	Victim Was Friend	True
R	White	Not Hispanic or Latino	Dickinson	Kidnapping/Abduction	Highway/Road/Alley/Street/Sidewalk	Personal Weapons	Minor Injury	Victim Was Boyfriend/Girlfriend	False
R	American Indian or Alaska Native	Not Hispanic or Latino	Turtle Mountain Agency	Intimidation	Residence/Home	N/A	N/A	Relationship Unknown	False
N	American Indian or Alaska Native	Not Hispanic or Latino	Burleigh	Intimidation	Residence/Home	N/A	N/A	Victim Was Boyfriend/Girlfriend	False
R	White	Not Hispanic or Latino	Fargo	Simple Assault	Residence/Home	Personal Weapons	None	Victim was Otherwise Known	True
R	White	Not Hispanic or Latino	Watford City	Simple Assault	Residence/Home	Personal Weapons	Minor Injury	Victim Was Boyfriend/Girlfriend	True
R	American Indian or Alaska Native	Not Hispanic or Latino	Fargo	Aggravated Assault	Grocery/Supermarket	Knife/Cutting Instrument	Other Major Injury	Victim was Otherwise Known	True
R	White	Not Hispanic or Latino	Fargo	Aggravated Assault	Hotel/Motel/Etc.	Personal Weapons	Possible Internal Injury	Victim Was Boyfriend/Girlfriend	False
N/A	White	Not Hispanic or Latino	Grand Forks	Aggravated Assault	Residence/Home	Asphyxiation	Possible Internal Injury	Victim Was Boyfriend/Girlfriend	False
N	Black or African American	Not Hispanic or Latino	Devils Lake	Simple Assault	Residence/Home	Personal Weapons	Minor Injury	Victim Was Offender	False
R	White	Not Specified	Mercer	Simple Assault	Highway/Road/Alley/Street/Sidewalk	Personal Weapons	None	Victim was Otherwise Known	True
R	White	Not Hispanic or Latino	Bismarck	Rape	Residence/Home	Personal Weapons	None	Victim Was Ex-Relationship (Ex-Boyfriend/Girlfriend)	False
N	White	Not Hispanic or Latino	Bismarck	Intimidation	Highway/Road/Alley/Street/Sidewalk	N/A	N/A	Relationship Unknown	False
R	American Indian or Alaska Native	Not Hispanic or Latino	Bismarck	Aggravated Assault	Department/Discount Store	Other	Other Major Injury	Victim Was Stranger	False
R	White	Not Hispanic or Latino	Burleigh	Intimidation	Jail/Prison/Penitentiary/Corrections Facility	N/A	N/A	Relationship Unknown	True
R	White	Not Hispanic or Latino	Valley City	Aggravated Assault	Residence/Home	Knife/Cutting Instrument	Minor Injury	Victim was Otherwise Known	False
R	White	Not Hispanic or Latino	Grand Forks	Simple Assault	Residence/Home	Personal Weapons	None	Victim was Otherwise Known	False
R	American Indian or Alaska Native	Not Hispanic or Latino	Bismarck	Simple Assault	Residence/Home	Personal Weapons	None	Victim Was Sibling	True
R	American Indian or Alaska Native	Not Hispanic or Latino	Bismarck	Simple Assault	Residence/Home	Personal Weapons	Minor Injury	Victim Was Boyfriend/Girlfriend	False
R	White	Not Hispanic or Latino	Williston	Simple Assault	Highway/Road/Alley/Street/Sidewalk	Personal Weapons	Minor Injury	Victim Was Ex-Relationship (Ex-Boyfriend/Girlfriend)	False
N	White	Not Hispanic or Latino	Grand Forks	Intimidation	Department/Discount Store	N/A	N/A	Victim Was Stranger	False
R	White	Not Hispanic or Latino	Fargo	Simple Assault	Residence/Home	Personal Weapons	Minor Injury	Victim Was Boyfriend/Girlfriend	False
R	White	Not Hispanic or Latino	Grand Forks	Simple Assault	Residence/Home	Personal Weapons	Minor Injury	Victim Was Parent	False
R	White	Not Specified	Rolla	Simple Assault	Convenience Store	Personal Weapons	Minor Injury	Relationship Unknown	False
R	American Indian or Alaska Native	Not Hispanic or Latino	Mandan	Simple Assault	Residence/Home	Personal Weapons	Minor Injury	Victim Was Boyfriend/Girlfriend	False
R	Black or African American	Not Hispanic or Latino	Grand Forks	Aggravated Assault	Residence/Home	Personal Weapons	Unconscious	Victim was Otherwise Known	False
R	White	Not Hispanic or Latino	Williston	Simple Assault	Residence/Home	Other	Minor Injury	Victim Was Spouse	True
R	White	Not Hispanic or Latino	Minot	Fondling	Residence/Home	Personal Weapons	None	Victim Was Friend	False
R	White	Not Hispanic or Latino	Grand Forks	Simple Assault	Residence/Home	Personal Weapons	Minor Injury	Victim Was Boyfriend/Girlfriend	True
R	American Indian or Alaska Native	Not Hispanic or Latino	Grand Forks	Simple Assault	Residence/Home	Personal Weapons	Minor Injury	Victim Was Acquaintance	False
R	White	Not Hispanic or Latino	McKenzie	Simple Assault	Residence/Home	Personal Weapons	Minor Injury	Victim Was Acquaintance	False
R	White	Not Hispanic or Latino	Fargo	Simple Assault	Residence/Home	Personal Weapons	Minor Injury	Victim Was Offender	False
N	Black or African American	Not Hispanic or Latino	Fargo	Simple Assault	Residence/Home	Personal Weapons	None	Victim Was Boyfriend/Girlfriend	False
R	White	Not Hispanic or Latino	Fargo	Simple Assault	Residence/Home	Personal Weapons	None	Victim Was Spouse	False
R	American Indian or Alaska Native	Not Hispanic or Latino	Bismarck	Intimidation	Parking/Drop Lot/Garage	N/A	N/A	Victim Was Acquaintance	False
N/A	American Indian or Alaska Native	Not Specified	Turtle Mountain Agency	Simple Assault	Residence/Home	None	None	Victim Was Acquaintance	False
N	American Indian or Alaska Native	Not Hispanic or Latino	Devils Lake	Aggravated Assault	Hotel/Motel/Etc.	Personal Weapons	Possible Internal Injury	Victim Was Boyfriend/Girlfriend	False
N	White	Not Hispanic or Latino	Walsh	Simple Assault	Bar/Nightclub	Personal Weapons	Minor Injury	Victim Was Parent	False
N	White	Not Hispanic or Latino	Ward	Intimidation	School-Elementary/Secondary	N/A	N/A	Victim Was Acquaintance	False
R	White	Not Hispanic or Latino	Fargo	Simple Assault	Residence/Home	Personal Weapons	Minor Injury	Victim Was Ex-Relationship (Ex-Boyfriend/Girlfriend)	False
R	White	Unknown	Steele	Simple Assault	Highway/Road/Alley/Street/Sidewalk	Personal Weapons	None	Victim Was Offender	False
R	White	Hispanic or Latino	Fargo	Simple Assault	Residence/Home	Personal Weapons	None	Victim Was Boyfriend/Girlfriend	False
R	American Indian or Alaska Native	Not Hispanic or Latino	Bismarck	Simple Assault	Residence/Home	Other	None	Victim Was Child	True
N	American Indian or Alaska Native	Not Hispanic or Latino	Jamestown	Simple Assault	Service/Gas Station	Personal Weapons	None	Victim Was Sibling	False
R	Unknown	Unknown	Grand Forks	Simple Assault	School-Elementary/Secondary	Personal Weapons	Minor Injury	Victim was Otherwise Known	False
R	White	Not Hispanic or Latino	Dickinson	Simple Assault	Residence/Home	Personal Weapons	Minor Injury	Victim Was Boyfriend/Girlfriend	False
R	White	Not Hispanic or Latino	Pembina	Rape	Residence/Home	Personal Weapons	None	Victim Was Acquaintance	False
R	White	Not Hispanic or Latino	Williston	Simple Assault	Residence/Home	Personal Weapons	Minor Injury	Victim Was Child	False
R	White	Not Hispanic or Latino	Fargo	Simple Assault	Residence/Home	Personal Weapons	None	Victim was Otherwise Known	False
R	White	Hispanic or Latino	Fargo	Simple Assault	Residence/Home	Personal Weapons	None	Victim Was Offender	True
R	White	Not Hispanic or Latino	Grand Forks	Simple Assault	Bar/Nightclub	Personal Weapons	None	Victim Was Stranger	True
R	White	Unknown	Barnes	Simple Assault	Residence/Home	Personal Weapons	Minor Injury	Victim Was Parent	False
R	White	Not Hispanic or Latino	Bismarck	Simple Assault	Highway/Road/Alley/Street/Sidewalk	Other	Minor Injury	Victim Was Stranger	True
R	Black or African American	Not Hispanic or Latino	Grand Forks	Simple Assault	Residence/Home	Personal Weapons	Minor Injury	Victim Was Spouse	True
N/A	Black or African American	Not Hispanic or Latino	Grand Forks	Aggravated Assault	Residence/Home	Knife/Cutting Instrument	Minor Injury	Victim Was Boyfriend/Girlfriend	True
R	White	Not Hispanic or Latino	Williams	Simple Assault	Jail/Prison/Penitentiary/Corrections Facility	Personal Weapons	Minor Injury	Relationship Unknown	False
R	White	Not Specified	Grand Forks	Aggravated Assault	School-Elementary/Secondary	Knife/Cutting Instrument	Severe Laceration	Victim Was Friend	False
R	Black or African American	Not Hispanic or Latino	Fargo	Simple Assault	Drug Store/Doctor's Office/Hospital	Personal Weapons	Minor Injury	Victim Was Offender	False
N	White	Not Hispanic or Latino	Fargo	Simple Assault	Hotel/Motel/Etc.	Personal Weapons	Minor Injury	Victim Was Offender	True
R	American Indian or Alaska Native	Not Hispanic or Latino	Grand Forks	Simple Assault	Residence/Home	Personal Weapons	Minor Injury	Victim Was Parent	True
R	Unknown	Not Hispanic or Latino	Richland	Simple Assault	Park/Playground	Personal Weapons	Minor Injury	Victim Was Friend	False
N	Unknown	Not Hispanic or Latino	Fargo	Simple Assault	Highway/Road/Alley/Street/Sidewalk	Personal Weapons	Minor Injury	Victim Was Boyfriend/Girlfriend	True
R	Black or African American	Not Hispanic or Latino	Fargo	Simple Assault	Residence/Home	Personal Weapons	Minor Injury	Victim Was Acquaintance	False
R	White	Not Hispanic or Latino	Fargo	Intimidation	Residence/Home	N/A	N/A	Victim was Otherwise Known	False
R	American Indian or Alaska Native	Not Hispanic or Latino	Fargo	Simple Assault	Residence/Home	Personal Weapons	Minor Injury	Victim Was Boyfriend/Girlfriend	True
R	White	Not Hispanic or Latino	Grand Forks	Intimidation	Cyberspace	N/A	N/A	Victim Was Stranger	False
N/A	Unknown	Not Specified	Ward	Simple Assault	Park/Playground	Personal Weapons	Minor Injury	Victim Was Offender	False
R	White	Unknown	Fargo	Aggravated Assault	Highway/Road/Alley/Street/Sidewalk	Personal Weapons	Unconscious	Victim Was Stranger	True
R	White	Not Hispanic or Latino	Bismarck	Aggravated Assault	Bar/Nightclub	Motor Vehicle/Vessel	None	Victim Was Stranger	True
R	White	Hispanic or Latino	McHenry	Simple Assault	Residence/Home	Personal Weapons	None	Victim was Otherwise Known	False
N	Unknown	Unknown	Williston	Intimidation	Cyberspace	N/A	N/A	Victim was Otherwise Known	False
R	American Indian or Alaska Native	Not Hispanic or Latino	Jamestown	Simple Assault	Residence/Home	Personal Weapons	Minor Injury	Victim Was Neighbor	False
R	White	Not Hispanic or Latino	Bismarck	Simple Assault	Residence/Home	Personal Weapons	Minor Injury	Victim Was Grandparent	True
R	White	Not Hispanic or Latino	Burleigh	Simple Assault	Residence/Home	Personal Weapons	Minor Injury	Victim was Otherwise Known	True
R	White	Not Hispanic or Latino	Williston	Aggravated Assault	Residence/Home	Personal Weapons	Apparent Broken Bones	Victim Was Acquaintance	False
R	White	Not Hispanic or Latino	Stutsman	Simple Assault	Residence/Home	Personal Weapons	Minor Injury	Victim Was Parent	True
R	White	Not Hispanic or Latino	Bismarck	Simple Assault	Park/Playground	Personal Weapons	None	Victim was Otherwise Known	False
N/A	White	Hispanic or Latino	West Fargo	Murder and Nonnegligent Manslaughter	Bar/Nightclub	Personal Weapons	N/A	Relationship Unknown	True
R	Black or African American	Not Hispanic or Latino	Fargo	Simple Assault	Residence/Home	Personal Weapons	Minor Injury	Victim was Otherwise Known	False
R	White	Not Hispanic or Latino	Richland	Simple Assault	Residence/Home	Personal Weapons	Minor Injury	Victim Was Acquaintance	False
N	American Indian or Alaska Native	Not Hispanic or Latino	Rolette	Aggravated Assault	Bar/Nightclub	Personal Weapons	Possible Internal Injury	Relationship Unknown	True
U	Black or African American	Not Hispanic or Latino	Hettinger	Aggravated Assault	Residence/Home	Personal Weapons	Minor Injury	Victim Was Spouse	False
R	American Indian or Alaska Native	Not Hispanic or Latino	Mandan	Kidnapping/Abduction	Residence/Home	Personal Weapons	Minor Injury	Victim was Otherwise Known	False
R	White	Not Hispanic or Latino	Bismarck	Simple Assault	Park/Playground	Personal Weapons	Minor Injury	Victim was Otherwise Known	False
N	White	Not Hispanic or Latino	Walsh	Fondling	School-Elementary/Secondary	Personal Weapons	None	Victim Was Acquaintance	False
N	White	Not Hispanic or Latino	Mandan	Simple Assault	Residence/Home	Personal Weapons	Minor Injury	Victim Was Boyfriend/Girlfriend	False
N/A	Unknown	Hispanic or Latino	Fort Totten Agency	Aggravated Assault	Highway/Road/Alley/Street/Sidewalk	Motor Vehicle/Vessel	None	Victim Was Stranger	False
N	White	Not Hispanic or Latino	Grand Forks	Intimidation	Residence/Home	N/A	N/A	Victim Was Ex-Relationship (Ex-Boyfriend/Girlfriend)	True
R	White	Not Hispanic or Latino	Wahpeton	Simple Assault	Residence/Home	Personal Weapons	Minor Injury	Victim Was Boyfriend/Girlfriend	False
N	Black or African American	Not Hispanic or Latino	Fargo	Simple Assault	Residence/Home	Personal Weapons	None	Victim Was Ex-Relationship (Ex-Boyfriend/Girlfriend)	True
R	White	Not Hispanic or Latino	Fargo	Aggravated Assault	Highway/Road/Alley/Street/Sidewalk	Personal Weapons	Severe Laceration	Victim Was Stranger	True
R	American Indian or Alaska Native	Not Hispanic or Latino	Turtle Mountain Agency	Intimidation	Gambling Facility/Casino/Race Track	N/A	N/A	Victim was Ex-Spouse	False
R	White	Not Hispanic or Latino	Morton	Simple Assault	Highway/Road/Alley/Street/Sidewalk	Personal Weapons	Minor Injury	Victim was Otherwise Known	False
R	Black or African American	Not Hispanic or Latino	Fargo	Intimidation	Residence/Home	N/A	N/A	Victim Was Acquaintance	False
N/A	White	Not Hispanic or Latino	Williston	Simple Assault	Residence/Home	Personal Weapons	Minor Injury	Victim Was Boyfriend/Girlfriend	False
R	White	Not Hispanic or Latino	Bismarck	Fondling	School-Elementary/Secondary	Personal Weapons	None	Victim was Otherwise Known	False
R	White	Not Hispanic or Latino	Fargo	Simple Assault	Residence/Home	Personal Weapons	None	Victim Was Boyfriend/Girlfriend	False
R	White	Not Hispanic or Latino	Fargo	Simple Assault	Residence/Home	Personal Weapons	None	Victim Was Spouse	False
R	White	Not Specified	Valley City	Fondling	Park/Playground	Personal Weapons	None	Victim Was Acquaintance	False
N	White	Not Hispanic or Latino	Watford City	Simple Assault	Residence/Home	Personal Weapons	Minor Injury	Victim Was Friend	False
R	White	Not Hispanic or Latino	Grand Forks	Simple Assault	Residence/Home	Personal Weapons	None	Victim was Otherwise Known	False
R	White	Not Hispanic or Latino	Fargo	Simple Assault	Residence/Home	Personal Weapons	None	Victim Was Other Family Member	True
R	Asian	Not Hispanic or Latino	Fargo	Rape	Residence/Home	Personal Weapons	Other Major Injury	Victim Was Acquaintance	True
R	White	Not Hispanic or Latino	Morton	Fondling	Residence/Home	None	None	Victim was Otherwise Known	False
R	White	Not Hispanic or Latino	Cass	Simple Assault	Residence/Home	Personal Weapons	None	Victim Was Parent	False
R	White	Not Hispanic or Latino	Fargo	Simple Assault	Park/Playground	Personal Weapons	Minor Injury	Victim Was Acquaintance	False
R	White	Not Specified	Grand Forks	Aggravated Assault	Residence/Home	Personal Weapons	Apparent Broken Bones	Victim Was Ex-Relationship (Ex-Boyfriend/Girlfriend)	False
R	White	Not Hispanic or Latino	West Fargo	Intimidation	Residence/Home	N/A	N/A	Victim was Otherwise Known	False
N/A	American Indian or Alaska Native	Not Hispanic or Latino	Devils Lake	Simple Assault	Residence/Home	Personal Weapons	Minor Injury	Victim Was Offender	False
R	Black or African American	Not Specified	Grand Forks	Intimidation	Residence/Home	N/A	N/A	Victim Was Friend	False
R	White	Unknown	Fargo	Intimidation	Bar/Nightclub	N/A	N/A	Victim Was Stranger	False
R	American Indian or Alaska Native	Not Hispanic or Latino	Bismarck	Simple Assault	Residence/Home	Personal Weapons	Minor Injury	Victim Was Spouse	True
N/A	White	Hispanic or Latino	Lisbon	Simple Assault	Residence/Home	Other	Minor Injury	Relationship Unknown	True
R	White	Not Hispanic or Latino	Fargo	Intimidation	Hotel/Motel/Etc.	N/A	N/A	Victim Was In-law	False
R	White	Not Hispanic or Latino	Williston	Aggravated Assault	Residence/Home	Personal Weapons	Possible Internal Injury	Victim Was Child	True
R	American Indian or Alaska Native	Not Hispanic or Latino	Turtle Mountain Agency	Intimidation	Residence/Home	N/A	N/A	Victim Was Acquaintance	False
R	White	Not Hispanic or Latino	Bismarck	Simple Assault	Residence/Home	Personal Weapons	Minor Injury	Victim Was Neighbor	False
R	Black or African American	Not Hispanic or Latino	West Fargo	Intimidation	Residence/Home	N/A	N/A	Victim Was Sibling	False
R	White	Hispanic or Latino	Fargo	Simple Assault	Residence/Home	Personal Weapons	None	Victim Was Child	False
R	Unknown	Not Specified	Morton	Fondling	Other/Unknown	None	None	Victim Was Boyfriend/Girlfriend	False
R	White	Not Hispanic or Latino	West Fargo	Simple Assault	Highway/Road/Alley/Street/Sidewalk	Personal Weapons	Minor Injury	Victim Was Child	False
N	White	Not Hispanic or Latino	Steele	Simple Assault	Residence/Home	Personal Weapons	None	Victim Was Boyfriend/Girlfriend	False
R	White	Not Hispanic or Latino	Dickinson	Simple Assault	Hotel/Motel/Etc.	Personal Weapons	Minor Injury	Victim Was Boyfriend/Girlfriend	False
R	American Indian or Alaska Native	Not Specified	West Fargo	Simple Assault	Highway/Road/Alley/Street/Sidewalk	Personal Weapons	Minor Injury	Victim was Otherwise Known	False
R	White	Not Hispanic or Latino	Fargo	Simple Assault	Parking/Drop Lot/Garage	Personal Weapons	Minor Injury	Victim Was Stranger	False
R	White	Not Hispanic or Latino	Watford City	Intimidation	School-Elementary/Secondary	N/A	N/A	Victim Was Acquaintance	False
R	White	Not Specified	Beulah	Simple Assault	Residence/Home	Personal Weapons	Minor Injury	Victim Was Sibling	False
R	White	Not Hispanic or Latino	Emmons	Simple Assault	Highway/Road/Alley/Street/Sidewalk	Personal Weapons	None	Victim was Otherwise Known	False
R	White	Not Hispanic or Latino	Jamestown	Simple Assault	Bar/Nightclub	Personal Weapons	Minor Injury	Victim Was Stranger	False
R	Unknown	Unknown	Griggs	Simple Assault	Highway/Road/Alley/Street/Sidewalk	Personal Weapons	Minor Injury	Victim Was Friend	False
R	Black or African American	Not Hispanic or Latino	Fargo	Simple Assault	Shopping Mall	Personal Weapons	Minor Injury	Victim was Otherwise Known	False
R	White	Not Hispanic or Latino	Grand Forks	Simple Assault	Residence/Home	Personal Weapons	Minor Injury	Victim Was Boyfriend/Girlfriend	False
R	Black or African American	Not Hispanic or Latino	Fargo	Simple Assault	Residence/Home	Personal Weapons	None	Victim Was Boyfriend/Girlfriend	False
R	American Indian or Alaska Native	Not Hispanic or Latino	Standing Rock Agency	Aggravated Assault	Residence/Home	None	None	Victim Was Boyfriend/Girlfriend	False
R	Black or African American	Not Hispanic or Latino	Grand Forks	Fondling	Restaurant	None	None	Victim Was Acquaintance	False
R	White	Not Hispanic or Latino	Fargo	Intimidation	Highway/Road/Alley/Street/Sidewalk	N/A	N/A	Victim was Otherwise Known	False
R	White	Hispanic or Latino	Dickinson	Intimidation	Residence/Home	N/A	N/A	Victim Was Acquaintance	False
R	Black or African American	Not Hispanic or Latino	Mandan	Aggravated Assault	Residence/Home	Personal Weapons	Minor Injury	Victim Was Stepchild	False
N/A	White	Not Hispanic or Latino	Fargo	Murder and Nonnegligent Manslaughter	Shopping Mall	Knife/Cutting Instrument	N/A	Victim Was Stranger	False
R	White	Not Hispanic or Latino	Fargo	Simple Assault	School-Elementary/Secondary	Personal Weapons	Minor Injury	Victim Was Stranger	False
R	American Indian or Alaska Native	Not Hispanic or Latino	Turtle Mountain Agency	Intimidation	Residence/Home	N/A	N/A	Victim Was Acquaintance	False
R	White	Not Hispanic or Latino	Grand Forks	Simple Assault	Residence/Home	Personal Weapons	Minor Injury	Victim Was Offender	False
R	American Indian or Alaska Native	Not Hispanic or Latino	Bismarck	Simple Assault	Residence/Home	Personal Weapons	Minor Injury	Victim Was Boyfriend/Girlfriend	False
R	White	Not Hispanic or Latino	Fargo	Simple Assault	Residence/Home	Personal Weapons	Minor Injury	Victim Was Spouse	False
R	White	Not Hispanic or Latino	Valley City	Intimidation	Residence/Home	N/A	N/A	Victim Was Ex-Relationship (Ex-Boyfriend/Girlfriend)	False
R	White	Not Hispanic or Latino	Fargo	Simple Assault	Residence/Home	Personal Weapons	Minor Injury	Victim was Otherwise Known	False
R	White	Not Hispanic or Latino	Bismarck	Simple Assault	Community Center	Personal Weapons	Minor Injury	Victim was Otherwise Known	False
R	White	Not Hispanic or Latino	Fargo	Simple Assault	Residence/Home	Personal Weapons	Minor Injury	Victim Was Spouse	True
R	American Indian or Alaska Native	Not Hispanic or Latino	Bismarck	Simple Assault	Residence/Home	Personal Weapons	None	Victim Was Boyfriend/Girlfriend	False
R	White	Not Hispanic or Latino	West Fargo	Aggravated Assault	Hotel/Motel/Etc.	Drugs/Narcotics/Sleeping Pills	None	Victim Was Child	True
R	American Indian or Alaska Native	Not Hispanic or Latino	Devils Lake	Aggravated Assault	Residence/Home	Blunt Object	Severe Laceration	Relationship Unknown	False
R	White	Not Hispanic or Latino	West Fargo	Simple Assault	School-Elementary/Secondary	Personal Weapons	Minor Injury	Victim was Otherwise Known	False
R	American Indian or Alaska Native	Not Hispanic or Latino	Fargo	Simple Assault	Residence/Home	Personal Weapons	Minor Injury	Victim Was Sibling	False
R	Black or African American	Not Hispanic or Latino	Williston	Simple Assault	Residence/Home	Personal Weapons	Minor Injury	Victim Was Acquaintance	True
N	Black or African American	Not Hispanic or Latino	Burleigh	Simple Assault	Jail/Prison/Penitentiary/Corrections Facility	Personal Weapons	Minor Injury	Victim was Otherwise Known	False
N	White	Not Hispanic or Latino	Mandan	Simple Assault	Bar/Nightclub	Personal Weapons	Minor Injury	Relationship Unknown	True
R	White	Not Hispanic or Latino	Bismarck	Intimidation	Residence/Home	N/A	N/A	Victim Was Ex-Relationship (Ex-Boyfriend/Girlfriend)	False
R	White	Not Hispanic or Latino	Fargo	Intimidation	Residence/Home	N/A	N/A	Victim Was Acquaintance	True
N	American Indian or Alaska Native	Not Hispanic or Latino	Fargo	Simple Assault	Highway/Road/Alley/Street/Sidewalk	Personal Weapons	Minor Injury	Victim Was Offender	False
R	White	Not Hispanic or Latino	Devils Lake	Simple Assault	Residence/Home	Personal Weapons	Minor Injury	Victim Was Grandparent	False
